modelo,condicao,indice,variacao_escolhida,score_composto,lev_sim,mos_principal,mos_principal_fonte,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,status,erro,lev_norm01,mos_norm01
unsloth,original,50,v2,1.0,1.0,5.0676,nisqa_overall,unsloth\outputs_final_experiment\original\v2\050.wav,Qual é a melhor maneira de chegar ao centro da cidade?,Qual é a melhor maneira de chegar ao centro da cidade?,3.413,0,,5.0676,4.569,4.8807,4.4736,4.6866,3.6663,3.6001,4.0481,ok,,1.0,
unsloth,original,51,v3,1.0,1.0,4.5417,nisqa_overall,unsloth\outputs_final_experiment\original\v3\051.wav,O sistema voltou a funcionar normalmente.,o sistema voltou a funcionar normalmente.,2.56,0,,4.5417,4.3747,4.4855,4.0892,4.4165,3.299,3.357,3.0932,ok,,1.0,
unsloth,original,52,v2,0.7553,0.7553,4.9506,nisqa_overall,unsloth\outputs_final_experiment\original\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","depois de meses de planejamento e preparação, a quima finalmente iniciou as...",4.949,23,,4.9506,4.6328,4.835,4.4759,4.7126,4.0128,3.5473,4.1247,ok,,0.7553,
unsloth,original,53,v3,0.9259,0.9259,4.8644,nisqa_overall,unsloth\outputs_final_experiment\original\v3\053.wav,O livro estava sobre a mesa.,O livro estava sob a mesa.,2.219,2,,4.8644,4.5168,4.7743,4.3832,4.6208,3.872,3.6155,4.182,ok,,0.9259,
unsloth,original,54,v3,0.8904,0.8904,4.9916,nisqa_overall,unsloth\outputs_final_experiment\original\v3\054.wav,Você poderia verificar se a porta foi realmente trancada antes de sairmos?,A Sam poderia verificar se a porta foi realmente trancada antes de sair.,4.096,8,,4.9916,4.4864,4.801,4.4963,4.7223,3.7794,3.6364,3.9734,ok,,0.8904,
unsloth,original,55,v3,0.9388,0.9388,4.7044,nisqa_overall,unsloth\outputs_final_experiment\original\v3\055.wav,A estudante apresentou seu trabalho com confiança.,A estudante apresentou seu trabalho com o Fianca.,2.816,3,,4.7044,3.9373,4.6644,4.1957,4.5181,3.8239,3.6556,4.132,ok,,0.9388,
unsloth,original,56,v3,0.875,0.875,4.7738,nisqa_overall,unsloth\outputs_final_experiment\original\v3\056.wav,Na semana passada houve uma queda de energia que afetou vários bairros da cidade.,"Na semana passada, houve uma queda de energia que afetou vários bairros.",4.693,10,,4.7738,4.54,4.6596,4.3174,4.6068,3.8855,3.7088,4.1623,ok,,0.875,
unsloth,original,57,v2,1.0,1.0,4.5335,nisqa_overall,unsloth\outputs_final_experiment\original\v2\057.wav,Ainda falta muito?,Ainda falta muito.,1.792,0,,4.5335,4.4599,4.2896,4.3197,4.4572,3.6701,3.5484,4.1717,ok,,1.0,
unsloth,original,58,v1,0.9452,0.9452,5.0176,nisqa_overall,unsloth\outputs_final_experiment\original\v1\058.wav,O jardineiro passou boa parte da manhã cuidando das plantas do condomínio.,O jardineiro passou boa parte da manhã cuidando das plantas do condom...,4.096,4,,5.0176,4.6153,4.8262,4.4173,4.6805,3.8491,3.5714,4.1649,ok,,0.9452,
unsloth,original,59,v1,0.7826,0.7826,4.7842,nisqa_overall,unsloth\outputs_final_experiment\original\v1\059.wav,O evento foi um sucesso.,O evento foi um cheio.,1.621,5,,4.7842,4.5964,4.6701,4.3687,4.6029,3.3682,3.1287,3.8008,ok,,0.7826,
unsloth,original,60,v1,1.0,1.0,5.0215,nisqa_overall,unsloth\outputs_final_experiment\original\v1\060.wav,Meu irmão chegou em casa pouco antes do jantar.,Meu irmão chegou em casa pouco antes do jantar.,2.816,0,,5.0215,4.5978,4.7507,4.437,4.6726,3.8804,3.6744,4.1064,ok,,1.0,
unsloth,original,61,v1,0.871,0.871,4.9265,nisqa_overall,unsloth\outputs_final_experiment\original\v1\061.wav,A reunião começou às nove horas.,A reunião começou às 9 horas.,2.475,4,,4.9265,4.5564,4.8352,4.4338,4.7208,3.6363,3.3397,3.9977,ok,,0.871,
unsloth,original,62,v3,0.8202,0.8202,4.9321,nisqa_overall,unsloth\outputs_final_experiment\original\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas es...",4.693,16,,4.9321,4.5627,4.8124,4.4308,4.6967,4.0084,3.5738,4.0679,ok,,0.8202,
unsloth,original,63,v2,0.9024,0.9024,4.9574,nisqa_overall,unsloth\outputs_final_experiment\original\v2\063.wav,Você já terminou a leitura daquele artigo?,A Zé já terminou a leitura daquele artigo.,2.816,4,,4.9574,4.5841,4.8688,4.4285,4.7085,3.7518,3.5264,4.1173,ok,,0.9024,
unsloth,original,64,v3,1.0,1.0,4.8176,nisqa_overall,unsloth\outputs_final_experiment\original\v3\064.wav,O avião pousou sem atrasos.,O avião pousou sem atrasos?,2.219,0,,4.8176,4.4519,4.7206,4.3917,4.6805,3.9729,3.5053,4.1114,ok,,1.0,
unsloth,original,65,v2,0.734,0.734,4.7191,nisqa_overall,unsloth\outputs_final_experiment\original\v2\065.wav,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase.","Apesar das dificuldades iniciais, conseguimos concluir todas as etapas...",4.437,25,,4.7191,4.3805,4.6632,4.2307,4.4946,3.8938,3.6397,4.072,ok,,0.734,
unsloth,original,66,v2,0.875,0.875,4.8042,nisqa_overall,unsloth\outputs_final_experiment\original\v2\066.wav,O atendimento foi rápido.,O atimento foi rápido.,1.963,3,,4.8042,4.4834,4.6705,4.2493,4.5379,3.6458,3.5165,4.1564,ok,,0.875,
unsloth,original,67,v2,0.9419,0.9419,4.8984,nisqa_overall,unsloth\outputs_final_experiment\original\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para apresentar ação marcada para o fim de semana.,5.205,5,,4.8984,4.6224,4.7754,4.4262,4.6504,3.9768,3.6725,4.199,ok,,0.9419,
unsloth,original,68,v1,1.0,1.0,4.5151,nisqa_overall,unsloth\outputs_final_experiment\original\v1\068.wav,O celular descarregou no meio da viagem.,O celular descarregou no meio da viagem.,2.645,0,,4.5151,4.2193,4.6151,4.078,4.4551,3.5979,3.4445,4.013,ok,,1.0,
unsloth,original,69,v1,1.0,1.0,4.8393,nisqa_overall,unsloth\outputs_final_experiment\original\v1\069.wav,Que notícia excelente!,Que notícia excelente!,1.707,0,,4.8393,4.4028,4.628,4.3517,4.5538,3.4864,2.9949,3.6003,ok,,1.0,
unsloth,original,70,v3,0.7765,0.7765,4.9367,nisqa_overall,unsloth\outputs_final_experiment\original\v3\070.wav,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes.,O pescador retornou ao porto trazendo uma show anda inesperadamente grande.,4.096,19,,4.9367,4.5894,4.7883,4.4383,4.685,4.0533,3.6804,4.059,ok,,0.7765,
unsloth,original,71,v1,1.0,1.0,4.7821,nisqa_overall,unsloth\outputs_final_experiment\original\v1\071.wav,O médico chegou pontualmente.,O médico chegou pontualmente...,1.963,0,,4.7821,4.4923,4.6816,4.2955,4.5774,3.7705,3.4533,4.1121,ok,,1.0,
unsloth,original,72,v2,0.9355,0.9355,4.7684,nisqa_overall,unsloth\outputs_final_experiment\original\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Já sabe qual é o número da sala onde acontecerá a entrevista?,3.413,4,,4.7684,4.5979,4.7515,4.4077,4.6563,4.0538,3.5758,3.98,ok,,0.9355,
unsloth,original,73,v1,0.8667,0.8667,4.414,nisqa_overall,unsloth\outputs_final_experiment\original\v1\073.wav,O pôr do sol estava especialmente bonito hoje.,O pór do sol estava especialmente bonito.,3.072,6,,4.414,4.3304,4.5052,4.2074,4.4375,3.9487,3.505,4.03,ok,,0.8667,
unsloth,original,74,v3,0.716,0.716,4.6161,nisqa_overall,unsloth\outputs_final_experiment\original\v3\074.wav,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade.","depois do almoço, resolvemos caminhar sem pressa pelas ruas.",4.437,23,,4.6161,4.2791,4.5847,4.3313,4.5446,3.7605,3.6087,4.1854,ok,,0.716,
unsloth,original,75,v2,0.8333,0.8333,4.718,nisqa_overall,unsloth\outputs_final_experiment\original\v2\075.wav,O ônibus atrasou alguns minutos.,O ônibus até assou há alguns minutos.,2.219,6,,4.718,4.4708,4.6557,4.3339,4.5513,3.8302,3.4619,4.1338,ok,,0.8333,
unsloth,original,76,v2,0.8243,0.8243,4.6988,nisqa_overall,unsloth\outputs_final_experiment\original\v2\076.wav,A professora respondeu às dúvidas dos alunos antes do encerramento da aula.,A professora respondeu as dúvidas dos Rajanis. Antes do encerramento...,4.096,13,,4.6988,4.2617,4.6956,4.2421,4.5268,3.9277,3.6782,4.1783,ok,,0.8243,
unsloth,original,77,v1,1.0,1.0,4.982,nisqa_overall,unsloth\outputs_final_experiment\original\v1\077.wav,Já está tudo pronto?,Já está tudo pronto.,1.963,0,,4.982,4.6341,4.8592,4.3828,4.6923,3.4304,3.4195,4.1654,ok,,1.0,
unsloth,original,78,v1,0.8333,0.8333,4.9284,nisqa_overall,unsloth\outputs_final_experiment\original\v1\078.wav,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis.,O técnico realizou uma insfeção detalhada em todos os equipamentos.,3.84,13,,4.9284,4.5888,4.7793,4.395,4.6407,3.7313,3.3831,4.0188,ok,,0.8333,
unsloth,original,79,v1,1.0,1.0,4.7985,nisqa_overall,unsloth\outputs_final_experiment\original\v1\079.wav,A fila estava enorme.,A fila estava enorme.,1.451,0,,4.7985,4.5422,4.6635,4.3349,4.5566,3.4371,3.3638,4.0253,ok,,1.0,
unsloth,original,80,v3,0.6092,0.6092,4.8606,nisqa_overall,unsloth\outputs_final_experiment\original\v3\080.wav,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório.,O visitante demonstrou bastante interesse pela justividade.,3.584,34,,4.8606,4.4902,4.6989,4.2472,4.5564,3.7377,3.5803,4.0207,ok,,0.6092,
unsloth,original,81,v2,1.0,1.0,5.0226,nisqa_overall,unsloth\outputs_final_experiment\original\v2\081.wav,Hoje foi um dia tranquilo.,Hoje foi um dia tranquilo.,2.219,0,,5.0226,4.6599,4.8537,4.4796,4.6943,3.924,3.479,4.1276,ok,,1.0,
unsloth,original,82,v1,0.775,0.775,5.0105,nisqa_overall,unsloth\outputs_final_experiment\original\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada dep...,3.84,18,,5.0105,4.6222,4.8161,4.4708,4.704,3.7444,3.5268,3.9512,ok,,0.775,
unsloth,original,83,v3,0.8571,0.8571,4.8826,nisqa_overall,unsloth\outputs_final_experiment\original\v3\083.wav,Você ouviu aquele barulho estranho?,Há-se ouviu aquele barulho estranho?,2.219,5,,4.8826,4.5536,4.773,4.4331,4.68,3.862,3.5143,4.1238,ok,,0.8571,
unsloth,original,84,v2,0.6786,0.6786,4.8081,nisqa_overall,unsloth\outputs_final_experiment\original\v2\084.wav,A recepcionista confirmou a reserva imediatamente após localizar os dados no sistema.,A recepcionista confirmou a reserva imediatamente após louc...,4.096,27,,4.8081,4.3849,4.7521,4.3696,4.6398,3.8764,3.6012,3.8756,ok,,0.6786,
unsloth,original,85,v3,0.8929,0.8929,4.813,nisqa_overall,unsloth\outputs_final_experiment\original\v3\085.wav,O trânsito melhorou bastante.,o trânsito me errou bastante.,1.963,3,,4.813,4.5206,4.7567,4.3819,4.6642,3.8824,3.4191,4.0197,ok,,0.8929,
unsloth,original,86,v2,0.5349,0.5349,4.9616,nisqa_overall,unsloth\outputs_final_experiment\original\v2\086.wav,"Enquanto caminhava pela orla, observei crianças brincando e pessoas praticando esportes.",enquanto caminhava pela órgula. Observei crianças bem...,3.84,40,,4.9616,4.6307,4.7628,4.3391,4.595,3.4442,3.5865,4.0844,ok,,0.5349,
unsloth,original,87,v3,1.0,1.0,4.8821,nisqa_overall,unsloth\outputs_final_experiment\original\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente sete horas da manhã.,3.072,0,,4.8821,4.3175,4.6497,4.3959,4.6,3.6775,3.5731,3.8652,ok,,1.0,
unsloth,original,88,v3,0.8571,0.8571,4.6864,nisqa_overall,unsloth\outputs_final_experiment\original\v3\088.wav,O funcionário organizou os documentos para facilitar futuras consultas.,O funcionário organizou os documentos para facilitar futuras.,3.328,10,,4.6864,4.3708,4.5689,4.2994,4.5488,3.7139,3.6744,4.0329,ok,,0.8571,
unsloth,original,89,v3,1.0,1.0,4.8724,nisqa_overall,unsloth\outputs_final_experiment\original\v3\089.wav,O jantar estava ótimo.,O Jantar estava ótimo.,1.963,0,,4.8724,4.5475,4.7182,4.4148,4.6597,3.7234,3.5779,4.1919,ok,,1.0,
unsloth,original,90,v2,1.0,1.0,4.7705,nisqa_overall,unsloth\outputs_final_experiment\original\v2\090.wav,Será que ainda há vagas disponíveis?,Será que ainda há vagas disponíveis?,2.304,0,,4.7705,4.3386,4.5628,4.2916,4.5874,4.0885,3.5638,4.1406,ok,,1.0,
unsloth,original,91,v2,0.7949,0.7949,4.8904,nisqa_overall,unsloth\outputs_final_experiment\original\v2\091.wav,A entrega foi realizada com sucesso.,a entrega foi realizada com esse showdo.,2.56,8,,4.8904,4.5558,4.7441,4.3958,4.6369,3.7563,3.2831,3.781,ok,,0.7949,
unsloth,original,92,v2,0.7143,0.7143,4.8859,nisqa_overall,unsloth\outputs_final_experiment\original\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia...",4.949,30,,4.8859,4.5116,4.7782,4.3213,4.6066,4.0178,3.682,4.2057,ok,,0.7143,
unsloth,original,93,v1,1.0,1.0,4.8799,nisqa_overall,unsloth\outputs_final_experiment\original\v1\093.wav,O teatro estava cheio naquela noite.,O teatro estava cheio naquela noite.,2.475,0,,4.8799,4.5567,4.7982,4.3938,4.6735,3.6114,3.4569,4.0059,ok,,1.0,
unsloth,original,94,v3,0.8889,0.8889,4.8125,nisqa_overall,unsloth\outputs_final_experiment\original\v3\094.wav,Você costuma acordar cedo nos fins de semana?,A sou costuma acordar cedo nos fins de semana?,3.072,5,,4.8125,4.3743,4.7644,4.3997,4.6102,3.6953,3.6182,3.9603,ok,,0.8889,
unsloth,original,95,v1,0.8864,0.8864,4.7563,nisqa_overall,unsloth\outputs_final_experiment\original\v1\095.wav,O comerciante percebeu um aumento significativo no movimento durante o período de férias.,O comerciante percebeu um aumento significativo no movimento durante o período.,4.437,10,,4.7563,4.4723,4.6388,4.1862,4.5065,3.7605,3.5478,3.6213,ok,,0.8864,
unsloth,original,96,v2,1.0,1.0,4.9174,nisqa_overall,unsloth\outputs_final_experiment\original\v2\096.wav,O parque abriu normalmente.,O parque abriu normalmente.,1.963,0,,4.9174,4.4708,4.7919,4.3759,4.6549,3.5774,3.1299,3.9312,ok,,1.0,
unsloth,original,97,v3,0.8353,0.8353,4.8249,nisqa_overall,unsloth\outputs_final_experiment\original\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os res...,4.437,14,,4.8249,4.4829,4.6676,4.3275,4.5637,3.9122,3.6098,4.2036,ok,,0.8353,
unsloth,original,98,v2,1.0,1.0,4.9464,nisqa_overall,unsloth\outputs_final_experiment\original\v2\098.wav,O tempo mudou rapidamente.,O tempo mudou rapidamente.,1.963,0,,4.9464,4.5567,4.8062,4.4082,4.6847,3.68,3.4953,4.0727,ok,,1.0,
unsloth,original,99,v2,1.0,1.0,5.0167,nisqa_overall,unsloth\outputs_final_experiment\original\v2\099.wav,Eu gostaria de confirmar o horário exato da próxima reunião.,Eu gostaria de confirmar o horário exato da próxima reunião.,3.584,0,,5.0167,4.6709,4.8767,4.4823,4.6948,3.791,3.6684,4.1991,ok,,1.0,
unsloth,original,100,v2,0.7363,0.7363,5.0253,nisqa_overall,unsloth\outputs_final_experiment\original\v2\100.wav,"Após uma longa jornada de trabalho, todos comemoraram o encerramento bem-sucedido do projeto.","Após uma longa jornada de trabalho, todos comemoraram o encerramento.",4.437,24,,5.0253,4.6545,4.8384,4.4224,4.6296,3.7033,3.6827,4.2181,ok,,0.7363,
unsloth,ajustado,1,v2,0.0,0.0,3.1378,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\001.wav,Hoje o trânsito estava tranquilo.,,0.341,32,,3.1378,2.9756,3.5667,3.1708,3.199,2.4926,2.2729,2.1852,ok,,0.0,
unsloth,ajustado,2,v1,0.8519,0.8519,4.4753,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Conseguiu encontrar o endecer correto da reunião?,5.547,8,,4.4753,3.952,4.6114,4.431,4.4911,3.8267,3.6139,4.15,ok,,0.8519,
unsloth,ajustado,3,v2,0.967,0.967,3.9937,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\003.wav,"Depois de muito procurar, finalmente encontrei as chaves que havia perdido durante a mudança.","Depois de muito procurar, finalmente encontrei a Chávez que havia perdido durante a mudança.",8.107,3,,3.9937,3.1085,4.3674,3.9539,4.2684,3.8908,3.494,3.7405,ok,,0.967,
unsloth,ajustado,4,v3,0.8267,0.8267,4.0747,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\004.wav,O café estava tão quente que precisei esperar alguns minutos antes de beber.,"o café, está tão quente que precisei esperar alguns minutos a... Tem pros...",10.069,13,,4.0747,3.5683,4.3702,4.154,4.1607,3.3398,3.6531,4.1185,ok,,0.8267,
unsloth,ajustado,5,v2,1.0,1.0,3.9881,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\005.wav,Que surpresa agradável encontrar vocês por aqui!,Que surpresa agradável encontrar vocês por aqui.,3.755,0,,3.9881,3.1576,4.477,4.2523,3.5769,3.3836,3.4327,3.9125,ok,,1.0,
unsloth,ajustado,6,v2,0.8427,0.8427,4.5163,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\006.wav,A previsão indica possibilidade de chuva forte entre o final da tarde e o início da noite.,A previsão indica o possível a de chuva forte entre o final da tarde e o insiste da noite.,6.485,14,,4.5163,3.9021,4.6941,4.416,4.5938,3.9491,3.7466,4.138,ok,,0.8427,
unsloth,ajustado,7,v2,0.0,0.0,3.13,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\007.wav,Ontem eu passei rapidamente no mercado.,,0.427,38,,3.13,2.9353,3.5659,3.1766,3.2044,2.429,2.282,2.2144,ok,,0.0,
unsloth,ajustado,8,v2,0.9394,0.9394,4.1466,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\008.wav,Você lembra qual foi o horário combinado para o encontro de amanhã?,Usou... Lembra qual foi o horário combinado para o encontro de amanhã?,6.059,4,,4.1466,3.7776,4.4995,4.0148,4.3385,3.5528,3.7153,4.0578,ok,,0.9394,
unsloth,ajustado,9,v1,1.0,1.0,4.713,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\009.wav,"Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.","Durante a viagem ao interior, observamos várias paisagens diferentes ao longo da estrada.",7.595,0,,4.713,3.7379,4.7271,4.5076,4.4497,3.6132,3.6911,4.1065,ok,,1.0,
unsloth,ajustado,10,v1,0.0,0.0,3.1306,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\010.wav,O computador reiniciou sozinho.,,0.512,30,,3.1306,2.9467,3.5664,3.1685,3.2032,2.474,2.6926,2.618,ok,,0.0,
unsloth,ajustado,11,v1,0.0,0.0,2.895,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\011.wav,Ainda não recebi a confirmação da inscrição.,,0.171,43,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,ok,,0.0,
unsloth,ajustado,12,v1,1.0,1.0,4.3685,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",9.557,0,,4.3685,3.8785,4.7638,4.2539,4.3898,3.5812,3.7322,4.2018,ok,,1.0,
unsloth,ajustado,13,v3,0.875,0.875,4.319,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\013.wav,Será que o ônibus passa por esta rua?,Será que o Osso Nibus passa por esta rua?,4.181,5,,4.319,3.8172,4.518,4.3303,4.3175,4.0688,3.6699,4.1809,ok,,0.875,
unsloth,ajustado,14,v1,0.0,0.0,2.895,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\014.wav,O técnico resolveu o problema em poucos minutos.,,0.171,47,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,ok,,0.0,
unsloth,ajustado,15,v3,0.9296,0.9296,4.0179,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\015.wav,"Depois que a energia voltou, todos retomaram suas atividades normalmente.","Depois que a NDI voltou, todos retomaram suas atividades, normalmente.",6.144,5,,4.0179,3.9088,4.3855,4.1157,4.0495,3.7899,3.675,4.1046,ok,,0.9296,
unsloth,ajustado,16,v3,1.0,1.0,4.5271,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\016.wav,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,Meu avô sempre contava histórias interessantes sobre a época em que morava no sertão.,6.656,0,,4.5271,3.8287,4.5471,4.1506,4.4661,3.5182,3.6494,4.0724,ok,,1.0,
unsloth,ajustado,17,v2,0.0,0.0,2.9655,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\017.wav,Você pode repetir a última informação?,,0.256,37,,2.9655,2.9297,3.4237,3.0508,3.0512,2.4668,2.6914,2.6377,ok,,0.0,
unsloth,ajustado,18,v2,1.0,1.0,4.3748,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\018.wav,A encomenda chegou exatamente no prazo informado pela transportadora.,A encomenda chegou exatamente no prazo informado pela transportadora.,6.315,0,,4.3748,4.0614,4.5403,4.3104,4.5418,3.6956,3.7275,4.2133,ok,,1.0,
unsloth,ajustado,19,v2,0.88,0.88,3.0052,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\019.wav,No próximo sábado haverá uma caminhada organizada pelos moradores do bairro.,No próximo sada haverá uma caminhada realizada pelos moradores do beijo.,6.912,9,,3.0052,2.5311,3.2658,2.4789,3.525,3.9971,3.5764,3.7254,ok,,0.88,
unsloth,ajustado,20,v3,0.7391,0.7391,4.5378,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\020.wav,Faz bastante calor hoje.,Paz bastante calor.,1.792,6,,4.5378,4.3854,4.6095,4.3367,4.3794,3.2291,3.5803,3.9993,ok,,0.7391,
unsloth,ajustado,21,v3,0.9359,0.9359,3.7896,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\021.wav,O professor pediu que os alunos entregassem os trabalhos até a próxima semana.,O professor pediu que os J.L.O.s entregassem os trabalhos até a próxima semana.,8.448,5,,3.7896,2.7653,4.4014,4.0893,3.6643,3.6949,3.7151,4.0274,ok,,0.9359,
unsloth,ajustado,22,v1,0.0,0.0,2.895,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\022.wav,Eu não esperava encontrar tanta gente naquele horário.,,0.171,53,,2.895,3.0318,3.4121,2.9679,3.0392,2.5266,2.4957,2.4278,ok,,0.0,
unsloth,ajustado,23,v2,0.9836,0.9836,4.4367,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\023.wav,Qual foi a primeira cidade que você visitou durante as férias?,Qual foi a primeira cidade que você visitou durante as ferias?,5.461,1,,4.4367,4.0757,4.5208,4.2168,4.4604,4.1107,3.5934,3.9536,ok,,0.9836,
unsloth,ajustado,24,v1,1.0,1.0,4.4404,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\024.wav,"Apesar da chuva intensa, a cerimônia aconteceu sem grandes problemas.","Apesar da chuva intensa, a cerimônia, aconteceu sem grandes problemas.",6.229,0,,4.4404,3.9781,4.4842,4.2153,4.4741,4.0431,3.6358,4.1234,ok,,1.0,
unsloth,ajustado,25,v2,0.9855,0.9855,4.337,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\025.wav,O cachorro correu até o portão assim que ouviu o carro se aproximando.,"O cachorro correu até o portão assim, que o viu o carro se aproximando.",6.656,1,,4.337,3.9864,4.4675,4.2459,4.4705,4.1136,3.6534,4.114,ok,,0.9855,
unsloth,ajustado,26,v1,0.0,0.0,3.2142,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\026.wav,Você sabe onde fica a biblioteca central?,,0.683,40,,3.2142,2.9556,3.6446,3.239,3.2819,2.4309,2.5006,2.5402,ok,,0.0,
unsloth,ajustado,27,v1,0.0,0.0,2.958,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\027.wav,O relatório foi concluído.,,0.171,25,,2.958,3.0158,3.3173,3.0652,2.9831,2.6818,3.2922,2.8207,ok,,0.0,
unsloth,ajustado,28,v1,0.9318,0.9318,4.3185,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\028.wav,"Durante a madrugada, o vento ficou mais forte e algumas árvores balançavam constantemente.","Durante a madrugada, o vento ficou mais forte e os árvores balançavam constantemente.",6.315,6,,4.3185,3.9036,4.5739,4.2583,4.2786,3.3868,3.4869,4.044,ok,,0.9318,
unsloth,ajustado,29,v1,1.0,1.0,4.3697,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\029.wav,Que horas são agora?,que horas são agora?,3.328,0,,4.3697,3.3269,4.3969,4.3484,4.4662,3.3524,3.4729,3.8937,ok,,1.0,
unsloth,ajustado,30,v2,1.0,1.0,4.2698,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\030.wav,A médica explicou com calma cada etapa do tratamento recomendado.,A médica explicou com calma cada etapa do tratamento recomendado.,6.4,0,,4.2698,3.8783,4.5227,4.1797,4.4063,3.7679,3.6749,4.1001,ok,,1.0,
unsloth,ajustado,31,v1,0.0,0.0,3.2142,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\031.wav,O grupo decidiu antecipar a saída.,,0.683,33,,3.2142,2.9556,3.6446,3.239,3.2819,2.4309,2.5006,2.5402,ok,,0.0,
unsloth,ajustado,32,v3,0.9333,0.9333,4.4162,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o ensino da palestra, conversamos sobre projetos futuros e oportunidades de squish.",9.728,7,,4.4162,3.7211,4.521,4.3804,4.586,3.8083,3.7418,4.206,ok,,0.9333,
unsloth,ajustado,33,v2,0.0,0.0,3.1679,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v2\033.wav,O restaurante estava lotado.,,0.768,27,,3.1679,2.9238,3.5957,3.2072,3.2395,2.4533,2.6655,2.5857,ok,,0.0,
unsloth,ajustado,34,v1,0.9322,0.9322,4.2712,nisqa_overall,unsloth\outputs_final_experiment\ajustado\v1\034.wav,Você já assistiu ao filme que foi lançado na semana passada?,Você já assistiu ao filme que foi usado na semana passada?,4.693,4,,4.2712,3.3939,4.419,4.2008,4.3745,3.8573,3.7508,4.0834,ok,,0.9322,
