modelo,condicao,variacao,indice,arquivo,texto_original,texto_transcrito,duracao_s,lev_dist,lev_sim,mosanet_mos,nisqa_overall,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,dns_sig,dns_bak,dns_ovrl,mos_principal,mos_principal_fonte,status,erro
xtts,original,v1,97,xtts\outputs_final_experiment\original\v1\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,6.677,0,1.0,,3.3879,2.6449,4.0288,3.4555,3.4975,3.498,3.3422,3.6745,3.3879,nisqa_overall,ok,
xtts,original,v2,2,xtts\outputs_final_experiment\original\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar o endereço correto da reunião?,3.755,0,1.0,,3.4785,2.6773,3.6464,3.5244,2.9981,3.696,3.4137,3.8582,3.4785,nisqa_overall,ok,
xtts,original,v2,7,xtts\outputs_final_experiment\original\v2\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,2.827,0,1.0,,3.4731,2.383,3.2594,3.5576,3.955,3.504,3.4774,3.8075,3.4731,nisqa_overall,ok,
xtts,original,v2,12,xtts\outputs_final_experiment\original\v2\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",7.936,0,1.0,,2.8278,2.6831,2.9668,2.8791,3.2354,3.9393,3.5636,3.9104,2.8278,nisqa_overall,ok,
xtts,original,v2,17,xtts\outputs_final_experiment\original\v2\017.wav,Você pode repetir a última informação?,Você pode repetir a última informação?,4.363,0,1.0,,3.0547,3.4764,2.9623,3.0433,2.4828,3.6934,3.4962,3.7575,3.0547,nisqa_overall,ok,
xtts,original,v2,22,xtts\outputs_final_experiment\original\v2\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,3.435,0,1.0,,2.4434,3.3466,2.7195,2.5073,2.9455,3.6938,3.5016,4.0901,2.4434,nisqa_overall,ok,
xtts,original,v2,27,xtts\outputs_final_experiment\original\v2\027.wav,O relatório foi concluído.,O relatório foi concluído.,2.08,0,1.0,,2.2538,2.3016,2.8239,2.8359,3.224,2.9069,3.2923,4.0259,2.2538,nisqa_overall,ok,
xtts,original,v2,32,xtts\outputs_final_experiment\original\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.",7.008,0,1.0,,3.8087,3.5052,3.7673,3.777,3.8382,3.8317,3.2123,3.9588,3.8087,nisqa_overall,ok,
xtts,original,v2,37,xtts\outputs_final_experiment\original\v2\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginávamos.,2.965,0,1.0,,3.6652,3.5659,3.9267,3.3747,3.8084,3.4567,3.2101,3.7134,3.6652,nisqa_overall,ok,
xtts,original,v2,42,xtts\outputs_final_experiment\original\v2\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",5.195,0,1.0,,2.9507,2.9839,3.2426,2.816,3.0613,3.5187,3.0708,2.8836,2.9507,nisqa_overall,ok,
xtts,original,v2,47,xtts\outputs_final_experiment\original\v2\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,2.08,0,1.0,,2.3102,2.1688,2.2154,2.6514,3.2247,3.0516,3.3717,2.95,2.3102,nisqa_overall,ok,
xtts,original,v2,52,xtts\outputs_final_experiment\original\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",6.912,0,1.0,,2.6427,2.1012,2.6373,2.7736,3.3333,4.0005,3.4996,3.6191,2.6427,nisqa_overall,ok,
xtts,original,v2,57,xtts\outputs_final_experiment\original\v2\057.wav,Ainda falta muito?,ainda falta muito?,2.411,0,1.0,,3.6916,2.4924,4.3451,3.9035,4.0896,3.6795,3.4943,3.9022,3.6916,nisqa_overall,ok,
xtts,original,v2,62,xtts\outputs_final_experiment\original\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",5.941,0,1.0,,1.9286,2.2564,2.6803,2.1758,2.1038,3.3579,3.1368,2.4678,1.9286,nisqa_overall,ok,
xtts,original,v2,67,xtts\outputs_final_experiment\original\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,Abanda e ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,6.315,3,0.9651,,1.9848,2.113,1.9658,2.1026,2.8854,3.6405,3.2051,3.5937,1.9848,nisqa_overall,ok,
xtts,original,v2,72,xtts\outputs_final_experiment\original\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,4.171,0,1.0,,3.2438,3.7125,4.1551,3.037,3.4566,3.5704,3.139,3.7302,3.2438,nisqa_overall,ok,
xtts,original,v2,77,xtts\outputs_final_experiment\original\v2\077.wav,Já está tudo pronto?,Já está tudo pronto.,1.205,0,1.0,,2.2796,3.5758,2.6002,2.5616,3.3182,3.3434,3.2584,3.7058,2.2796,nisqa_overall,ok,
xtts,original,v2,82,xtts\outputs_final_experiment\original\v2\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,6.592,0,1.0,,3.0501,3.3887,3.0465,3.1032,3.6607,3.532,3.3623,3.9624,3.0501,nisqa_overall,ok,
xtts,original,v2,87,xtts\outputs_final_experiment\original\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas da manhã.,4.64,4,0.9149,,2.7276,2.8623,3.0858,2.6426,3.2455,3.5629,3.3341,3.917,2.7276,nisqa_overall,ok,
xtts,original,v2,92,xtts\outputs_final_experiment\original\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",7.147,0,1.0,,2.9218,2.6279,3.3065,3.062,3.1964,3.2079,3.2709,3.4568,2.9218,nisqa_overall,ok,
xtts,original,v2,97,xtts\outputs_final_experiment\original\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A testifizadora revisou os dados diversas vezes antes de publicar os resultados finais.,6.635,5,0.9419,,3.3299,2.6956,4.1737,3.5418,3.6637,3.6687,3.3723,3.6955,3.3299,nisqa_overall,ok,
xtts,original,v3,2,xtts\outputs_final_experiment\original\v3\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar o endereço correto da reunião?,3.2,0,1.0,,2.9528,3.0625,3.4416,3.1953,3.3231,3.5476,3.1895,3.2032,2.9528,nisqa_overall,ok,
xtts,original,v3,7,xtts\outputs_final_experiment\original\v3\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,2.869,0,1.0,,2.2498,2.1726,2.4622,2.6677,1.8244,3.1645,3.349,3.8756,2.2498,nisqa_overall,ok,
xtts,original,v3,12,xtts\outputs_final_experiment\original\v3\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.",8.405,0,1.0,,3.5845,2.5775,4.0133,3.477,3.8593,3.839,3.5291,3.8746,3.5845,nisqa_overall,ok,
xtts,original,v3,17,xtts\outputs_final_experiment\original\v3\017.wav,Você pode repetir a última informação?,Você pode repetir a última informação?,2.688,0,1.0,,2.661,3.4335,2.4691,2.5439,2.8163,3.7481,3.5281,3.893,2.661,nisqa_overall,ok,
xtts,original,v3,22,xtts\outputs_final_experiment\original\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,3.2,0,1.0,,3.0276,3.8874,3.4604,2.7813,3.4474,3.3299,3.3235,3.9229,3.0276,nisqa_overall,ok,
xtts,original,v3,27,xtts\outputs_final_experiment\original\v3\027.wav,O relatório foi concluído.,O relatório foi concluído.,1.803,0,1.0,,2.8957,2.394,3.3869,2.8933,3.5145,3.5619,3.4461,4.1406,2.8957,nisqa_overall,ok,
xtts,original,v3,32,xtts\outputs_final_experiment\original\v3\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.",7.893,0,1.0,,4.1601,3.725,4.4817,3.9628,4.0759,3.7386,3.6138,4.0048,4.1601,nisqa_overall,ok,
xtts,original,v3,37,xtts\outputs_final_experiment\original\v3\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo do que imaginava.,2.592,4,0.913,,3.3998,3.7563,2.9753,3.2471,3.2863,3.4056,3.3135,4.0178,3.3998,nisqa_overall,ok,
xtts,original,v3,42,xtts\outputs_final_experiment\original\v3\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",5.611,0,1.0,,2.7277,2.3585,2.6203,2.6826,3.2412,3.3933,3.3268,2.7052,2.7277,nisqa_overall,ok,
xtts,original,v3,47,xtts\outputs_final_experiment\original\v3\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,1.941,0,1.0,,2.4596,2.2823,3.1575,2.7106,3.1076,3.3936,3.1515,3.4609,2.4596,nisqa_overall,ok,
xtts,original,v3,52,xtts\outputs_final_experiment\original\v3\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",8.256,0,1.0,,3.3686,2.1753,3.8136,3.3178,3.6264,3.9814,3.5068,3.7601,3.3686,nisqa_overall,ok,
xtts,original,v3,57,xtts\outputs_final_experiment\original\v3\057.wav,Ainda falta muito?,ainda falta muito?,5.291,0,1.0,,3.1045,2.4084,3.7951,3.5331,3.7838,3.7075,3.4198,4.055,3.1045,nisqa_overall,ok,
xtts,original,v3,62,xtts\outputs_final_experiment\original\v3\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.",5.984,0,1.0,,1.9251,2.0404,2.71,2.2445,2.4804,3.5217,3.2975,2.9038,1.9251,nisqa_overall,ok,
xtts,original,v3,67,xtts\outputs_final_experiment\original\v3\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,A banda ensaiou durante toda a tarde para a apresentação marcada. Morrer tinha o fim de semana.,13.696,10,0.8925,,1.9358,1.9234,2.3903,1.9642,2.7412,3.4003,3.1683,3.7954,1.9358,nisqa_overall,ok,
xtts,original,v3,72,xtts\outputs_final_experiment\original\v3\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,Você sabe qual é o número da sala onde acontecerá a entrevista?,3.477,0,1.0,,3.5374,4.0631,3.2028,3.6707,3.7817,3.7849,3.4665,3.8227,3.5374,nisqa_overall,ok,
xtts,original,v3,77,xtts\outputs_final_experiment\original\v3\077.wav,Já está tudo pronto?,Já está tudo pronto.,2.037,0,1.0,,3.3934,3.9307,4.455,2.987,3.8432,3.274,3.0094,3.8046,3.3934,nisqa_overall,ok,
xtts,original,v3,82,xtts\outputs_final_experiment\original\v3\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,6.261,0,1.0,,3.2726,3.4662,3.3343,3.2297,3.6875,3.2505,3.4227,4.0962,3.2726,nisqa_overall,ok,
xtts,original,v3,87,xtts\outputs_final_experiment\original\v3\087.wav,O relógio marcou exatamente sete horas da manhã.,O relógio marcou exatamente 7 horas da manhã.,3.2,4,0.9149,,3.4121,3.1401,3.3332,3.2475,3.7123,3.4774,2.6428,3.5123,3.4121,nisqa_overall,ok,
xtts,original,v3,92,xtts\outputs_final_experiment\original\v3\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.",7.243,0,1.0,,3.2535,2.9199,3.452,3.169,3.4522,3.708,3.4308,3.6053,3.2535,nisqa_overall,ok,
xtts,original,v3,97,xtts\outputs_final_experiment\original\v3\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,6.592,0,1.0,,2.8563,2.8188,3.2653,2.6193,3.3615,3.2492,3.3664,3.7681,2.8563,nisqa_overall,ok,
xtts,ajustado,v1,2,xtts\outputs_final_experiment\ajustado\v1\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu contar o endereço correto da reunião.,5.387,3,0.9444,,3.8876,2.4387,4.4228,3.9147,4.2074,3.8582,3.7428,3.6571,3.8876,nisqa_overall,ok,
xtts,ajustado,v1,7,xtts\outputs_final_experiment\ajustado\v1\007.wav,Ontem eu passei rapidamente no mercado.,"Bom, eu passei rapidamente no mercado.",4.779,4,0.8947,,3.8293,2.6252,4.4692,4.0904,4.3033,3.5742,3.7128,4.0566,3.8293,nisqa_overall,ok,
xtts,ajustado,v1,12,xtts\outputs_final_experiment\ajustado\v1\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado e quase nem encontramos lugares disponíveis.",6.827,2,0.982,,4.2252,3.5575,4.5959,3.9763,4.3085,4.1248,3.7026,3.4342,4.2252,nisqa_overall,ok,
xtts,ajustado,v1,17,xtts\outputs_final_experiment\ajustado\v1\017.wav,Você pode repetir a última informação?,Você pode repetir a última informação.,4.64,0,1.0,,3.2023,3.0586,4.0576,3.3043,3.3973,3.6433,3.6116,3.454,3.2023,nisqa_overall,ok,
xtts,ajustado,v1,22,xtts\outputs_final_experiment\ajustado\v1\022.wav,Eu não esperava encontrar tanta gente naquele horário.,"Eu não esperava encontrar tanta gente naquele horário, viu?",5.013,4,0.9298,,4.1227,3.9169,4.5554,3.9353,4.3677,3.9427,3.6395,4.1193,4.1227,nisqa_overall,ok,
xtts,ajustado,v1,27,xtts\outputs_final_experiment\ajustado\v1\027.wav,O relatório foi concluído.,o relatório foi crying oufest possono de outra query,4.267,31,0.4038,,3.8985,3.7893,4.3964,3.8917,4.1781,3.8917,3.4959,4.0396,3.8985,nisqa_overall,ok,
xtts,ajustado,v1,32,xtts\outputs_final_experiment\ajustado\v1\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Enquanto a água dá, vamos no início da palestra conversando sobre projetos futuros e oportunidades de BX15.",6.912,16,0.8476,,3.8752,2.9706,4.3424,3.9106,4.117,3.7835,3.6741,4.0402,3.8752,nisqa_overall,ok,
xtts,ajustado,v1,37,xtts\outputs_final_experiment\ajustado\v1\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo que imaginal.,5.152,8,0.8261,,3.9367,2.6829,4.5488,4.0494,4.0266,3.5802,3.6598,3.9136,3.9367,nisqa_overall,ok,
xtts,ajustado,v1,42,xtts\outputs_final_experiment\ajustado\v1\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.",durante a visita ao museu aprendendo diversas fases curiosas. Sob a história da região.,6.176,9,0.8966,,2.8097,2.1297,3.9812,3.1929,3.6298,3.4741,3.584,2.8903,2.8097,nisqa_overall,ok,
xtts,ajustado,v1,47,xtts\outputs_final_experiment\ajustado\v1\047.wav,Hoje acordei mais cedo.,Hoje acordei mais cedo.,3.989,0,1.0,,2.9757,2.0217,4.3689,3.4397,3.8802,3.0123,3.4431,2.9666,2.9757,nisqa_overall,ok,
xtts,ajustado,v1,52,xtts\outputs_final_experiment\ajustado\v1\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a Aqape finalmente iniciou a reexerção do projeto.",7.797,7,0.9255,,4.1992,3.3251,4.4698,4.2524,4.2951,4.135,3.7401,4.1635,4.1992,nisqa_overall,ok,
xtts,ajustado,v1,57,xtts\outputs_final_experiment\ajustado\v1\057.wav,Ainda falta muito?,Ainda falta muito.,3.712,0,1.0,,3.5852,2.4768,4.1474,3.7019,3.9538,3.8545,3.6772,4.0083,3.5852,nisqa_overall,ok,
xtts,ajustado,v1,62,xtts\outputs_final_experiment\ajustado\v1\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente, para as áreas externas, para o parque.",7.936,5,0.9462,,2.0149,1.7462,3.8591,2.8926,2.8544,3.2083,3.1911,2.9149,2.0149,nisqa_overall,ok,
xtts,ajustado,v1,67,xtts\outputs_final_experiment\ajustado\v1\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,"A banda saiu durante toda a tarde para a apresentação marcada em semana não, marcada por fim de semana.",8.907,23,0.7723,,2.008,2.1293,2.8054,2.1903,2.8678,3.3061,3.4258,3.0302,2.008,nisqa_overall,ok,
xtts,ajustado,v1,72,xtts\outputs_final_experiment\ajustado\v1\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,"Eu sei, sabe, vai ao número da sala onde ele acontecerá a entrevista.",4.821,15,0.7727,,3.5782,3.533,4.3218,3.2116,3.9811,3.8001,3.5217,3.4824,3.5782,nisqa_overall,ok,
xtts,ajustado,v1,77,xtts\outputs_final_experiment\ajustado\v1\077.wav,Já está tudo pronto?,E já está pronto.,3.712,7,0.6316,,2.7587,3.2455,3.5963,2.4754,3.3191,3.5752,3.633,3.1685,2.7587,nisqa_overall,ok,
xtts,ajustado,v1,82,xtts\outputs_final_experiment\ajustado\v1\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,"O caso passou vários meses organizando cuidadosamente. Carbo da idade dele, bom!",5.333,20,0.75,,2.7334,2.1851,2.6287,2.6711,3.554,3.5877,3.5589,3.9953,2.7334,nisqa_overall,ok,
xtts,ajustado,v1,87,xtts\outputs_final_experiment\ajustado\v1\087.wav,O relógio marcou exatamente sete horas da manhã.,O Hello de Marco-heri é exatamente 7 horas da manhã.,4.597,17,0.6667,,3.4701,2.286,3.7399,3.3215,3.7561,3.9522,3.6173,4.002,3.4701,nisqa_overall,ok,
xtts,ajustado,v1,92,xtts\outputs_final_experiment\ajustado\v1\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","Depois de comparar diferencias alternativas, escolhemos a solução que parecia mais adequada para o problema.",8.352,3,0.9717,,3.6819,2.9184,3.699,3.5772,4.1515,3.3032,3.6252,3.6469,3.6819,nisqa_overall,ok,
xtts,ajustado,v1,97,xtts\outputs_final_experiment\ajustado\v1\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,"A pesquisadora revisou o unidade, eu fiz essa vez, antes de publicar o resultado final.",6.635,19,0.7765,,3.771,2.8228,4.2657,3.9433,4.1275,3.1598,3.5832,3.3986,3.771,nisqa_overall,ok,
xtts,ajustado,v2,2,xtts\outputs_final_experiment\ajustado\v2\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar o dereço correto da reunião?,5.013,2,0.963,,3.9963,2.47,4.481,4.1188,4.354,3.5574,3.7099,3.9817,3.9963,nisqa_overall,ok,
xtts,ajustado,v2,7,xtts\outputs_final_experiment\ajustado\v2\007.wav,Ontem eu passei rapidamente no mercado.,Então eu passei rapidamente no mercado.,4.64,3,0.9211,,3.8943,2.743,4.1129,3.9004,4.3151,3.322,3.5608,3.5225,3.8943,nisqa_overall,ok,
xtts,ajustado,v2,12,xtts\outputs_final_experiment\ajustado\v2\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já havia começado. Quase não encontramos lugares disponíveis.",7.243,2,0.982,,3.6635,3.3854,4.3372,3.7457,3.7859,3.9659,3.638,3.0314,3.6635,nisqa_overall,ok,
xtts,ajustado,v2,17,xtts\outputs_final_experiment\ajustado\v2\017.wav,Você pode repetir a última informação?,"É, você pode repetir a última informação.",4.64,2,0.9487,,3.3009,2.8966,4.3905,3.5985,3.5823,3.4024,3.7784,3.9954,3.3009,nisqa_overall,ok,
xtts,ajustado,v2,22,xtts\outputs_final_experiment\ajustado\v2\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,6.08,0,1.0,,3.8054,3.8335,4.082,3.279,4.0361,4.0119,3.4939,4.0421,3.8054,nisqa_overall,ok,
xtts,ajustado,v2,27,xtts\outputs_final_experiment\ajustado\v2\027.wav,O relatório foi concluído.,"ou este browser... e é chez me Rancher-fe-assemblar, eu vou concluir...",6.315,50,0.2188,,3.5182,3.6625,4.1536,3.2036,3.8583,3.8611,3.5003,4.0407,3.5182,nisqa_overall,ok,
xtts,ajustado,v2,32,xtts\outputs_final_experiment\ajustado\v2\032.wav,"Enquanto aguardávamos o início da palestra, conversamos sobre projetos futuros e oportunidades de pesquisa.","Porto a Boa Ardávans, o início da palestra conversando sobre projetos futuros e oportunidade de pesquisa.",7.189,17,0.8381,,4.0911,3.0073,4.4744,3.9616,4.2142,3.7856,3.5,3.9955,4.0911,nisqa_overall,ok,
xtts,ajustado,v2,37,xtts\outputs_final_experiment\ajustado\v2\037.wav,O resultado saiu mais cedo do que imaginávamos.,O resultado saiu mais cedo que imaginávamos.,4.597,3,0.9348,,3.8195,2.3387,4.4276,3.6373,3.6715,3.6543,3.5867,3.7793,3.8195,nisqa_overall,ok,
xtts,ajustado,v2,42,xtts\outputs_final_experiment\ajustado\v2\042.wav,"Durante a visita ao museu, aprendemos diversos fatos curiosos sobre a história da região.","Durante a razão do museu, aprendemos tibestes farras riosas sobre a história da região.",6.357,18,0.7931,,2.8227,1.9612,4.2381,3.4596,3.6923,3.386,3.6104,2.8859,2.8227,nisqa_overall,ok,
xtts,ajustado,v2,47,xtts\outputs_final_experiment\ajustado\v2\047.wav,Hoje acordei mais cedo.,Eu sou arb<|pt|>botha. O itacão da interessémenta!,5.152,37,0.1957,,3.096,2.147,4.2299,3.3652,3.8749,3.0126,3.5298,3.0024,3.096,nisqa_overall,ok,
xtts,ajustado,v2,52,xtts\outputs_final_experiment\ajustado\v2\052.wav,"Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.","Depois de meses de planejamento e preparação, a equipe finalmente iniciou a execução do projeto.",8.864,0,1.0,,3.9221,2.6266,4.4033,4.0734,4.1073,4.0346,3.7611,4.1528,3.9221,nisqa_overall,ok,
xtts,ajustado,v2,57,xtts\outputs_final_experiment\ajustado\v2\057.wav,Ainda falta muito?,Ainda falta muito.,3.755,0,1.0,,3.4445,2.4333,4.0437,3.5013,3.7309,3.6534,3.5788,3.3977,3.4445,nisqa_overall,ok,
xtts,ajustado,v2,62,xtts\outputs_final_experiment\ajustado\v2\062.wav,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque.","Quando a chuva diminuiu, as pessoas voltaram gradualmente para essa exerção de terra e topá.",8.725,21,0.7667,,2.043,1.6062,3.5288,2.6149,2.7367,3.4189,3.4277,2.9038,2.043,nisqa_overall,ok,
xtts,ajustado,v2,67,xtts\outputs_final_experiment\ajustado\v2\067.wav,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana.,"A banda saiu durante toda a tarde com a apresentação marcada, eu dizendo uma anã...",8.309,23,0.7294,,1.7404,1.8222,3.4138,2.4131,2.3672,2.8597,3.4335,2.696,1.7404,nisqa_overall,ok,
xtts,ajustado,v2,72,xtts\outputs_final_experiment\ajustado\v2\072.wav,Você sabe qual é o número da sala onde acontecerá a entrevista?,"Você sabe qual é o número da sala da contesteira, a entrevista.",4.96,8,0.871,,3.4444,3.3218,4.2631,3.4692,3.9981,3.5743,3.5623,3.3042,3.4444,nisqa_overall,ok,
xtts,ajustado,v2,77,xtts\outputs_final_experiment\ajustado\v2\077.wav,Já está tudo pronto?,Já está tudo pronto.,5.195,0,1.0,,3.5617,3.3841,4.2207,3.6847,4.038,3.5716,3.6694,3.2929,3.5617,nisqa_overall,ok,
xtts,ajustado,v2,82,xtts\outputs_final_experiment\ajustado\v2\082.wav,O casal passou vários meses organizando cuidadosamente cada detalhe da cerimônia.,O casal passou varie-meis organizando cuidadosamente cada detalhe.,6.315,18,0.775,,3.7809,2.1206,4.439,3.9511,4.2025,3.6121,3.6319,3.932,3.7809,nisqa_overall,ok,
xtts,ajustado,v2,87,xtts\outputs_final_experiment\ajustado\v2\087.wav,O relógio marcou exatamente sete horas da manhã.,O relôs marcou exatamente 7 horas da manhã.,3.989,8,0.8298,,4.0073,2.2268,4.5474,4.1193,4.3164,3.854,3.6555,4.0744,4.0073,nisqa_overall,ok,
xtts,ajustado,v2,92,xtts\outputs_final_experiment\ajustado\v2\092.wav,"Depois de comparar diferentes alternativas, escolhemos a solução que parecia mais adequada para o problema.","depois de comparar diferentes alternativas, escolhendo a solução que parecia mais adequada para o problema.",7.659,3,0.9714,,3.8815,2.9762,4.3142,3.8583,4.1942,3.2904,3.5326,3.8062,3.8815,nisqa_overall,ok,
xtts,ajustado,v2,97,xtts\outputs_final_experiment\ajustado\v2\097.wav,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,A pesquisadora revisou os dados diversas vezes antes de publicar os resultados finais.,6.773,0,1.0,,3.8492,2.5595,4.2577,3.8496,4.1438,2.9463,3.616,3.4129,3.8492,nisqa_overall,ok,
xtts,ajustado,v3,2,xtts\outputs_final_experiment\ajustado\v3\002.wav,Você conseguiu encontrar o endereço correto da reunião?,Você conseguiu encontrar um endereço correto da reunião.,4.363,2,0.9636,,3.9847,2.8325,4.3952,3.8633,4.1935,3.7253,3.7491,4.1401,3.9847,nisqa_overall,ok,
xtts,ajustado,v3,7,xtts\outputs_final_experiment\ajustado\v3\007.wav,Ontem eu passei rapidamente no mercado.,Ontem eu passei rapidamente no mercado.,4.448,0,1.0,,3.7954,2.6071,4.24,3.7838,4.2544,3.5297,3.6473,3.7406,3.7954,nisqa_overall,ok,
xtts,ajustado,v3,12,xtts\outputs_final_experiment\ajustado\v3\012.wav,"Quando chegamos ao local do evento, a apresentação já havia começado e quase não encontramos lugares disponíveis.","Quando chegamos ao local do evento, a apresentação já ia começar e quase não encontramos lugares disponíveis.",7.189,5,0.955,,3.7835,3.2403,4.2617,3.6684,3.9807,3.8616,3.6241,3.3114,3.7835,nisqa_overall,ok,
xtts,ajustado,v3,17,xtts\outputs_final_experiment\ajustado\v3\017.wav,Você pode repetir a última informação?,Você pode repetir a última informação.,4.917,0,1.0,,3.3638,3.3349,4.2641,3.6058,3.8505,3.8609,3.774,3.7308,3.3638,nisqa_overall,ok,
xtts,ajustado,v3,22,xtts\outputs_final_experiment\ajustado\v3\022.wav,Eu não esperava encontrar tanta gente naquele horário.,Eu não esperava encontrar tanta gente naquele horário.,4.405,0,1.0,,3.8453,3.8518,4.0301,3.2267,4.1056,3.8294,3.573,4.1156,3.8453,nisqa_overall,ok,
