indice,variacao,seed,texto,modelo,experimento,checkpoint,criterio_selecao,referencia,arquivo_gerado,status,tempo_s,erro
62,2,123,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\062.wav,ok,40.53,
62,3,456,"Quando a chuva diminuiu, as pessoas voltaram gradualmente para as áreas externas do parque",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\062.wav,ok,40.5,
63,1,42,Você já terminou a leitura daquele artigo?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\063.wav,ok,25.84,
63,2,123,Você já terminou a leitura daquele artigo?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\063.wav,ok,25.01,
63,3,456,Você já terminou a leitura daquele artigo?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\063.wav,ok,24.75,
64,1,42,O avião pousou sem atrasos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\064.wav,ok,0.59,
64,2,123,O avião pousou sem atrasos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\064.wav,ok,3.66,
64,3,456,O avião pousou sem atrasos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\064.wav,ok,2.94,
65,1,42,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\065.wav,ok,13.67,
65,2,123,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\065.wav,ok,37.55,
65,3,456,"Apesar das dificuldades iniciais, conseguimos concluir todas as etapas previstas para esta fase",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\065.wav,ok,38.88,
66,1,42,O atendimento foi rápido,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\066.wav,ok,15.17,
66,2,123,O atendimento foi rápido,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\066.wav,ok,14.47,
66,3,456,O atendimento foi rápido,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\066.wav,ok,14.73,
67,1,42,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\067.wav,ok,45.38,
67,2,123,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\067.wav,ok,10.12,
67,3,456,A banda ensaiou durante toda a tarde para a apresentação marcada para o fim de semana,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\067.wav,ok,45.11,
68,1,42,O celular descarregou no meio da viagem,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\068.wav,ok,2.08,
68,2,123,O celular descarregou no meio da viagem,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\068.wav,ok,2.3,
68,3,456,O celular descarregou no meio da viagem,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\068.wav,ok,1.73,
69,1,42,Que notícia excelente!,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\069.wav,ok,16.34,
69,2,123,Que notícia excelente!,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\069.wav,ok,15.62,
69,3,456,Que notícia excelente!,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\069.wav,ok,15.66,
70,1,42,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v1\070.wav,ok,36.0,
70,2,123,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v2\070.wav,ok,36.38,
70,3,456,O pescador retornou ao porto trazendo uma quantidade inesperadamente grande de peixes,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\7.wav,outputs_final_experiment\ajustado\v3\070.wav,ok,36.19,
71,1,42,O médico chegou pontualmente,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\071.wav,ok,0.3,
71,2,123,O médico chegou pontualmente,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\071.wav,ok,2.81,
71,3,456,O médico chegou pontualmente,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\071.wav,ok,2.11,
72,1,42,Você sabe qual é o número da sala onde acontecerá a entrevista?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\072.wav,ok,35.64,
72,2,123,Você sabe qual é o número da sala onde acontecerá a entrevista?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\072.wav,ok,35.56,
72,3,456,Você sabe qual é o número da sala onde acontecerá a entrevista?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\072.wav,ok,37.22,
73,1,42,O pôr do sol estava especialmente bonito hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\073.wav,ok,3.72,
73,2,123,O pôr do sol estava especialmente bonito hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\073.wav,ok,2.3,
73,3,456,O pôr do sol estava especialmente bonito hoje,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\073.wav,ok,2.3,
74,1,42,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\074.wav,ok,38.39,
74,2,123,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\074.wav,ok,38.61,
74,3,456,"Depois do almoço, resolvemos caminhar sem pressa pelas ruas mais antigas da cidade",ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\074.wav,ok,38.3,
75,1,42,O ônibus atrasou alguns minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\075.wav,ok,0.67,
75,2,123,O ônibus atrasou alguns minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\075.wav,ok,2.72,
75,3,456,O ônibus atrasou alguns minutos,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\075.wav,ok,0.28,
76,1,42,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\076.wav,ok,35.97,
76,2,123,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\076.wav,ok,36.08,
76,3,456,A professora respondeu às dúvidas dos alunos antes do encerramento da aula,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\076.wav,ok,35.89,
77,1,42,Já está tudo pronto?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\077.wav,ok,2.22,
77,2,123,Já está tudo pronto?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\077.wav,ok,3.81,
77,3,456,Já está tudo pronto?,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\077.wav,ok,3.99,
78,1,42,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\078.wav,ok,33.73,
78,2,123,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\078.wav,ok,34.27,
78,3,456,O técnico realizou uma inspeção detalhada em todos os equipamentos disponíveis,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\078.wav,ok,33.84,
79,1,42,A fila estava enorme,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\079.wav,ok,18.03,
79,2,123,A fila estava enorme,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v2\079.wav,ok,17.78,
79,3,456,A fila estava enorme,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v3\079.wav,ok,17.53,
80,1,42,O visitante demonstrou bastante interesse pelas atividades desenvolvidas no laboratório,ajustado,artoodtoo_ft_e3,outputs\finetune\artoodtoo_ft_e3\checkpoints\checkpoint-3351,"A/B perceptivo documentado em outputs_unsloth_experimento/comparacao_audios.csv (unsloth_artoodtoo_model_1 vs baseline HF). | eval_loss_resumo.json: best_step=3351, best_eval_loss=5.1795. | Checkpoint epoch-end step 3351 (unico ponto de eval; menor eval_loss do run).",refs\8.wav,outputs_final_experiment\ajustado\v1\080.wav,ok,30.52,
